match_type,match_value,item_code,confidence,mapping_basis
cwe_id,CWE-22,WEB-06,medium,웹 서비스 상위 디렉터리 접근 제한 설정
cwe_id,CWE-23,WA-15,high,상대 경로 조작. 상동
cwe_id,CWE-23,WEB-06,medium,상동
cwe_id,CWE-24,WA-15,high,상위 디렉터리 조작. 상동
cwe_id,CWE-35,WA-15,high,상동
cwe_id,CWE-36,WA-15,high,절대 경로 조작. 상동
cwe_id,CWE-73,WA-15,high,파일명 외부 제어. 상동
cwe_id,CWE-98,WA-15,high,PHP 파일 포함(LFI/RFI)
cwe_id,CWE-98,WA-01,medium,RFI 는 원격 코드 실행으로 이어짐
cwe_id,CWE-99,WA-15,medium,리소스 식별자 제어. 상동
cwe_id,CWE-552,WA-15,high,외부 접근 가능 파일
cwe_id,CWE-552,WEB-14,medium,웹 서비스 경로 내 파일의 접근 통제
cwe_id,CWE-384,WA-16,high,세션 고정. 불충분한 세션 관리 항목
cwe_id,CWE-613,WA-16,high,세션 만료 미흡. 상동
cwe_id,CWE-488,WA-16,medium,세션 데이터 노출. 상동
cwe_id,CWE-319,WA-17,high,평문 전송. 데이터 평문 전송 항목에 직접 대응
cwe_id,CWE-319,WEB-20,high,SSL/TLS 활성화
cwe_id,CWE-311,WA-17,high,암호화 미적용. 상동
cwe_id,CWE-311,WEB-20,high,상동
cwe_id,CWE-326,WA-17,medium,취약한 암호 강도
cwe_id,CWE-326,WEB-20,medium,SSL/TLS 설정
cwe_id,CWE-327,WA-17,medium,위험한 암호 알고리즘. 상동
cwe_id,CWE-327,WEB-20,medium,상동
cwe_id,CWE-565,WA-18,high,검증 없는 쿠키 의존. 쿠키 변조 항목
cwe_id,CWE-1004,WA-18,medium,HttpOnly 미설정. 상동
cwe_id,CWE-614,WA-18,medium,Secure 플래그 미설정. 상동
cwe_id,CWE-1275,WA-18,medium,SameSite 미설정. 상동
cwe_id,CWE-419,WA-19,high,보호되지 않은 대체 채널. 관리자페이지 노출 항목
cwe_id,CWE-307,WA-20,high,인증 시도 제한 미흡. 자동화 공격 항목
cwe_id,CWE-307,WA-09,medium,약한 비밀번호 정책과 결합 시 위험 증가
cwe_id,CWE-799,WA-20,high,상호작용 빈도 제어 미흡. 상동
cwe_id,CWE-770,WA-20,medium,자원 할당 제한 없음. 상동
cwe_id,CWE-650,WA-21,high,신뢰된 HTTP Method. 불필요한 Method 악용 항목
cwe_id,CWE-601,WEB-21,high,오픈 리다이렉트. HTTP 리디렉션 항목
cwe_id,CWE-1021,WEB-16,medium,클릭재킹. 보안 헤더 설정 항목
cwe_id,CWE-693,WEB-16,medium,보호 기법 미적용. 상동
cwe_id,CWE-16,WEB-16,low,설정 미흡. 범위가 넓어 검토 필요
cwe_id,CWE-276,WEB-14,medium,기본 권한 부적절. 파일 접근 통제 항목
cwe_id,CWE-1188,WEB-16,low,안전하지 않은 기본 설정. 검토 필요
cwe_id,CWE-937,WEB-25,high,취약 버전 구성요소 사용. 보안 패치 적용 항목
cwe_id,CWE-1035,WEB-25,high,상동
cwe_id,CWE-1104,WEB-25,high,미유지보수 서드파티 구성요소. 상동
exposure_key,xmlrpc_enabled,WA-20,high,xmlrpc.php 는 system.multicall 로 인증 시도를 증폭할 수 있어 자동화 공격 항목에 해당
exposure_key,xmlrpc_enabled,WEB-15,medium,운영에 불필요한 스크립트. 불필요한 스크립트 매핑 제거 항목
exposure_key,rest_user_enum,WA-05,high,REST API 를 통한 사용자 계정 열거. 정보 누출 항목
exposure_key,readme_accessible,WEB-07,high,설치 기본 파일 노출. 웹 서비스 경로 내 불필요한 파일 제거 항목
exposure_key,readme_accessible,WA-05,medium,readme 에서 제품 버전 확인 가능. 정보 누출
exposure_key,directory_listing,WA-03,high,디렉터리 인덱싱 항목에 직접 대응
exposure_key,directory_listing,WEB-04,high,웹 서비스 디렉터리 리스팅 방지 설정
exposure_key,wp_version_exposed,WA-05,high,제품 버전 노출. 공격자의 취약점 선별을 용이하게 함
exposure_key,wp_version_exposed,WEB-16,medium,헤더·메타 정보 노출 제한 항목
exposure_key,wp_login_accessible,WA-19,high,관리자 로그인 페이지가 외부에 노출. 관리자페이지 노출 항목
exposure_key,wp_login_no_ratelimit,WA-20,high,로그인 시도 제한 없음. 자동화 공격 항목
exposure_key,wp_login_no_ratelimit,WA-09,medium,약한 비밀번호 정책과 결합 시 계정 탈취 위험
exposure_key,admin_page_public,WA-19,high,관리자페이지 노출 항목에 직접 대응
exposure_key,dir_backup_files,WEB-07,high,백업·임시 파일 노출. 불필요한 파일 제거 항목
exposure_key,dir_backup_files,WEB-13,high,설정 파일 노출 제한 항목
exposure_key,tls_weak_config,WEB-20,high,SSL/TLS 활성화 및 설정 항목
exposure_key,tls_weak_config,WA-17,high,데이터 평문 전송 항목
exposure_key,server_header_verbose,WEB-16,high,웹 서비스 헤더 정보 노출 제한 항목
vuln_type,rce,WA-01,low,상위 매핑 미적용 시 fallback. 유형 기준 최근접 항목
vuln_type,deserialization,WA-01,low,상위 매핑 미적용 시 fallback. 유형 기준 최근접 항목
vuln_type,sqli,WA-02,low,상위 매핑 미적용 시 fallback. 유형 기준 최근접 항목
vuln_type,xss,WA-06,low,상위 매핑 미적용 시 fallback. 유형 기준 최근접 항목
vuln_type,csrf,WA-07,low,상위 매핑 미적용 시 fallback. 유형 기준 최근접 항목
vuln_type,ssrf,WA-08,low,상위 매핑 미적용 시 fallback. 유형 기준 최근접 항목
vuln_type,auth_bypass,WA-10,low,상위 매핑 미적용 시 fallback. 유형 기준 최근접 항목
vuln_type,path_traversal,WA-15,low,상위 매핑 미적용 시 fallback. 유형 기준 최근접 항목
vuln_type,file_upload,WA-14,low,상위 매핑 미적용 시 fallback. 유형 기준 최근접 항목
vuln_type,open_redirect,WEB-21,low,상위 매핑 미적용 시 fallback. 유형 기준 최근접 항목
vuln_type,info_disclosure,WA-05,low,상위 매핑 미적용 시 fallback. 유형 기준 최근접 항목
vuln_type,access_control,WA-11,low,상위 매핑 미적용 시 fallback. 유형 기준 최근접 항목
vuln_type,misconfig,WA-05,low,WordPress misconfiguration 템플릿은 대부분 경로·설정 노출이므로 정보 누출로 회수. 검토 필요
cve_present,*,WEB-25,high,CVE 를 가진 탐지에 항상 추가. 유형별 근본 대책과 별도로 패치 적용을 남긴다 (2트랙)
