match_type,match_value,item_code,confidence,mapping_basis
template_id,wp-altair-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,w3c-total-cache-ssrf,WA-08,medium,CWE 미기재 템플릿. 키워드 근거: ssrf
template_id,wp-ninja-tables-lfi,WA-15,medium,CWE 미기재 템플릿. 키워드 근거: lfi/file-inclusion
template_id,wordpress-rdf-user-enum,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: user-enum/username-enumeration
template_id,wp-superstorefinder-misconfig,WEB-25,low,CWE 미기재 템플릿. 키워드 근거: misconfig
template_id,wp-mstore-plugin-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wordpress-db-backup-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,unauthenticated-duplicator-disclosure,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,wp-gallery-file-upload,WA-14,medium,CWE 미기재 템플릿. 키워드 근거: fileupload/file-upload
template_id,wp-instagram-feed-xss,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,wp-arforms-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wordpress-social-metrics-tracker,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,wordpress-wp-cron,WA-05,low,CWE 미기재 템플릿. 키워드 근거: installer-log/db-repair
template_id,wordpress-bbpress-plugin-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,easy-media-gallery-pro-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wordpress-user-enum,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: user-enum/username-enumeration
template_id,wp-iwp-client-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wp-ellipsis-xss,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,watu-xss,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,wp-portrait-archiv-xss,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,wordpress-upload-data,WA-14,medium,CWE 미기재 템플릿. 키워드 근거: fileupload/file-upload
template_id,wordpress-plugins-lifterlms,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wp-social-warfare-rce,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,wp-livechat-stored-xss,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,wordpress-tmm-db-migrate,WEB-13,medium,CWE 미기재 템플릿. 키워드 근거: backup/config-file
template_id,wp-vr-view-xss,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,seatreg-redirect,WEB-21,medium,CWE 미기재 템플릿. 키워드 근거: redirect
template_id,wordpress-elementor-plugin-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wordpress-redirection-plugin-listing,WEB-21,medium,CWE 미기재 템플릿. 키워드 근거: redirect
template_id,wp-related-post-xss,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,wp-email-subscribers-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wp-upward-theme-redirect,WEB-21,medium,CWE 미기재 템플릿. 키워드 근거: redirect
template_id,wordpress-debug-log,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-haberadam-idor,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-xmlrpc-listmethods,WA-20,medium,CWE 미기재 템플릿. 키워드 근거: xmlrpc
template_id,wp-yoast-user-enumeration,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-git-config,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,alfacgiapi-wordpress,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wordpress-installer-log,WA-05,low,CWE 미기재 템플릿. 키워드 근거: installer-log/db-repair
template_id,wordpress-popup-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wpmudev-pub-keys,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: pem/pub-key
template_id,wordpress-db-repair,WA-05,low,CWE 미기재 템플릿. 키워드 근거: installer-log/db-repair
template_id,wp-sym404,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wp-simple-fields-lfi,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,wp-idx-broker-platinum-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wp-config-setup,WEB-13,medium,CWE 미기재 템플릿. 키워드 근거: backup/config-file
template_id,brandfolder-open-redirect,WA-15,medium,CWE 미기재 템플릿. 키워드 근거: lfi/file-inclusion
template_id,wp-qards-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,updraftplus-pem-keys,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: pem/pub-key
template_id,wordpress-gtranslate-plugin-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wordpress-directory-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wordpress-plugins-ultimate-member,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,blog-designer-pack-rce,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,dzs-zoomsounds-listing,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,wp-prostore-open-redirect,WEB-21,medium,CWE 미기재 템플릿. 키워드 근거: redirect
template_id,vrview-xss,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,wordpress-total-upkeep-backup-download,WEB-13,medium,CWE 미기재 템플릿. 키워드 근거: backup/config-file
template_id,wp-license-file,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-affiliatewp-log,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-touch-redirect,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,wp-user-enum,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: user-enum/username-enumeration
template_id,wordpress-woocommerce-listing,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,wordpress-db-backup,WEB-13,medium,CWE 미기재 템플릿. 키워드 근거: backup/config-file
template_id,wordpress-eol,WA-05,low,CWE 미기재 템플릿. 키워드 근거: installer-log/db-repair
template_id,wp-gravity-forms-log-disclosure,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-jetpack-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-beaver-builder-lite-version-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-twentysixteen-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-rank-math-seo-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-add-search-to-menu-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-sg-cachepress-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-the-events-calendar-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-twenty-theme-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-yoast-seo-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-pagenavi-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-toc-plus-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-members-log-disclosure,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-all-in-one-seo-pack-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-migrate-db-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-simple-301-redirects-fpd,WEB-21,medium,CWE 미기재 템플릿. 키워드 근거: redirect
template_id,wp-google-analytics-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-meta-box-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-hostinger-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-all-in-one-wp-security-and-firewall-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-breadcrumb-navxt-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-maintenance-mode-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-oceanwp-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-popup-maker-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-menu-image-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-imsanity-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-megamenu-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-updraftplus-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-duplicate-page-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-safe-svg-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-nextgen-gallery-log,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-contact-form-7-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-cookie-law-info-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-twentytwenty-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-wp-mail-smtp-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-rocket-lazy-load-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-cmb2-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-contact-form-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-events-manager-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-pretty-links-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-twentyfifteen-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-yith-woocommerce-wishlist-fpd,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,wordpress-joinchat-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-storefront-fpd,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,wp-woocommerce-admin-fpd,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,wp-hello-dolly-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-intuitive-custom-post-order-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-ssl-insecure-content-fixer-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-easy-fancybox-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-table-of-contents-plus-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-elementor-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-a3-lazy-load-top-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-cf7-data-source-fpd,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,wp-iwp-client-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-twentynineteen-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-simple-custom-css-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-fastest-cache-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-header-footer-elementor-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-google-site-kit-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-acf-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-widget-logic-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-advanced-responsive-video-embedder-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-duracelltomi-google-tag-manager-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-w3-total-cache-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-members-error-log-disclosure,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-user-role-editor-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-newsletter-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-bbpress-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-call-now-button-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-ajax-search-lite-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-responsive-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-astra-sites-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-admin-menu-editor-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-duplicate-post-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-ajax-load-more-anything-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-wpfront-scroll-top-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-really-simple-captcha-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-image-widget-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-better-wp-security-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-astra-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-h5vp-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-simple-social-icons-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-wpforms-lite-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-worker-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-googlecaptcha-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-mailchimp-for-wp-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-elementor-pro-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-svg-support-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-advanced-iframe-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,download-monitor-unauth-log-export,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,wp-smushit-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-amp-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-wordfence-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-add-to-any-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-super-cache-fpd,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-cli-exposure,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-links-opml,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-w3-total-cache-exposure,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-readme-file,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-wps-hide-login-log,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-pretty-link-log-disclosure,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-enable-media-replace-log,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-newsletter-log-exposure,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-importer-log-disclosure,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-wpstatistics-log,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-flexible-shipping-log,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-easy-google-fonts-log-disclosure,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wp-app-log,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wpconfig-aws-keys,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,wordpress-wp-env-exposure,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2019-25152,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,CVE-2019-6715,WA-15,medium,CWE 미기재 템플릿. 키워드 근거: lfi/file-inclusion
template_id,CVE-2019-15823,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2019-17230,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2019-17228,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2019-17231,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,CVE-2019-6703,WA-21,low,CWE 미기재 템플릿. 키워드 근거: method/options
template_id,CVE-2019-17233,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2023-4666,WA-14,medium,CWE 미기재 템플릿. 키워드 근거: fileupload/file-upload
template_id,CVE-2023-6065,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2023-0159,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,CVE-2023-5815,WA-15,medium,CWE 미기재 템플릿. 키워드 근거: lfi/file-inclusion
template_id,CVE-2023-5003,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2023-33510,WA-15,medium,CWE 미기재 템플릿. 키워드 근거: lfi/file-inclusion
template_id,CVE-2023-5559,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2023-6553,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,CVE-2023-6786,WEB-21,medium,CWE 미기재 템플릿. 키워드 근거: redirect
template_id,CVE-2023-3277,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2023-2309,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,CVE-2023-40600,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2023-5089,WEB-21,medium,CWE 미기재 템플릿. 키워드 근거: redirect
template_id,CVE-2023-6970,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,CVE-2023-6444,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2023-3197,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2023-3077,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2023-6505,WA-03,medium,CWE 미기재 템플릿. 키워드 근거: listing/indexing
template_id,CVE-2023-4521,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,CVE-2020-36728,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,CVE-2020-36705,WA-14,medium,CWE 미기재 템플릿. 키워드 근거: fileupload/file-upload
template_id,CVE-2020-13125,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,CVE-2020-11732,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2018-20985,WA-15,medium,CWE 미기재 템플릿. 키워드 근거: lfi/file-inclusion
template_id,CVE-2018-16363,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,CVE-2026-0594,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,CVE-2026-4987,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2026-15826,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2026-23550,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2026-13001,WA-14,medium,CWE 미기재 템플릿. 키워드 근거: fileupload/file-upload
template_id,CVE-2026-1557,WA-15,medium,CWE 미기재 템플릿. 키워드 근거: lfi/file-inclusion
template_id,CVE-2026-2413,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2026-49777,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
template_id,CVE-2026-6433,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2026-4106,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2026-3576,WA-15,medium,CWE 미기재 템플릿. 키워드 근거: lfi/file-inclusion
template_id,CVE-2024-4443,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-7786,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2024-1208,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2024-6420,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2024-3922,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-6289,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2024-1209,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2024-5488,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2024-11972,WA-10,medium,CWE 미기재 템플릿. 키워드 근거: auth-bypass/authbypass
template_id,CVE-2024-3136,WA-15,medium,CWE 미기재 템플릿. 키워드 근거: lfi/file-inclusion
template_id,CVE-2024-37881,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2024-12878,WA-06,medium,CWE 미기재 템플릿. 키워드 근거: xss/cross-site-scripting
template_id,CVE-2024-2876,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-1380,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2024-6924,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-6928,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-6159,WA-02,medium,CWE 미기재 템플릿. 키워드 근거: sqli/sql-injection
template_id,CVE-2024-11396,WA-05,medium,CWE 미기재 템플릿. 키워드 근거: debug/phpinfo
template_id,CVE-2024-25600,WA-01,medium,CWE 미기재 템플릿. 키워드 근거: rce/code-execution
